id,en,es,ja,zh,hi,fr,ar
level.convince_guard.task.task_explore_cabin.desc,A small cabin stands alone in the woods.,Una pequeña cabaña se alza solitaria en el bosque.,森の中に小さな小屋がぽつんと建っている。,一座小木屋孤零零地矗立在树林中。,जंगल में एक छोटी सी झोपड़ी अकेली खड़ी है।,Une petite cabane se dresse isolée dans les bois.,كوخ صغير يقف وحيداً في الغابة.
level.convince_guard.location.tavern.name,Tavern,Taberna,居酒屋,酒馆,सराय,Taverne,حانة
level.convince_guard.location.deserted_cabin.name,Deserted Cabin,Cabaña abandonada,人けのない小屋,废弃的小屋,सुनसान केबिन,Cabane abandonnée,كوخ مهجور
level.convince_guard.location.mountain_pass.name,Mountain Pass,Paso de montaña,山道,山隘,पर्वतीय दर्रा,Col de montagne,ممر جبلي
level.moba_level.task.destroy_ancient_task.title,Destroy the Enemy Ancient,Destruye al enemigo antiguo,敵の古代兵器を破壊する,摧毁敌方远古遗迹,दुश्मन के प्राचीन स्वरूप को नष्ट करो,Détruisez l'ennemi antique,دمر العدو القديم
level.moba_level.location.blue_top_inner_tower.name,Blue Top Inner Tower,Torre interior de la cima azul,ブルートップインナータワー,蓝顶内塔,ब्लू टॉप इनर टावर,Tour intérieure Blue Top,البرج الداخلي بلو توب
level.moba_level.location.blue_mid_inner_tower.name,Blue Mid Inner Tower,Torre interior central azul,ブルーミッドインナータワー,蓝中内塔,ब्लू मिड इनर टॉवर,Tour intérieure bleue moyenne,البرج الأزرق الأوسط الداخلي
level.moba_level.location.blue_bot_inner_tower.name,Blue Bot Inner Tower,Torre interior del Blue Bot,ブルーボットインナータワー,蓝色机器人内塔,ब्लू बॉट इनर टावर,Tour intérieure du robot bleu,البرج الداخلي للروبوت الأزرق
level.moba_level.location.red_top_inner_tower.name,Red Top Inner Tower,Torre interior de la cima roja,レッドトップインナータワー,红顶内塔,लाल शीर्ष भीतरी टावर,Tour intérieure Red Top,البرج الداخلي ريد توب
level.moba_level.location.red_mid_inner_tower.name,Red Mid Inner Tower,Torre interior media roja,レッドミッドインナータワー,红中内塔,रेड मिड इनर टॉवर,Tour intérieure rouge moyenne,البرج الداخلي الأوسط الأحمر
level.moba_level.location.red_bot_inner_tower.name,Red Bot Inner Tower,Torre interior del Bot Rojo,レッドボットインナータワー,红色机器人内塔,रेड बॉट इनर टावर,Tour intérieure Red Bot,البرج الداخلي للروبوت الأحمر
level.moba_level.name,The Emerald Arena,La Arena Esmeralda,エメラルドアリーナ,翡翠竞技场,एमराल्ड एरिना,L'Arène d'Émeraude,ساحة الزمرد
level.moba_level.task.task_destroy_ancient.title,Destroy the Enemy Ancient,Destruye al enemigo antiguo,敵の古代兵器を破壊する,摧毁敌方远古遗迹,दुश्मन के प्राचीन स्वरूप को नष्ट करो,Détruisez l'ennemi antique,دمر العدو القديم
level.moba_level.task.task_convince_guardian.title,Convince the Forest Guardian,Convence al Guardián del Bosque,森の守護者を説得する,说服森林守护者,वन संरक्षक को मनाएं,Convaincre le gardien de la forêt,أقنع حارس الغابة
level.moba_level.task.task_convince_guardian.desc,The Forest Guardian is wary of intruders. Convince it to grant you passage or aid.,El Guardián del Bosque desconfía de los intrusos. Convéncelo para que te permita el paso o te ayude.,森の守護者は侵入者を警戒している。通行許可や援助を得られるよう、守護者を説得せよ。,森林守护者对入侵者保持警惕。说服它放行或提供帮助。,वन रक्षक घुसपैठियों से सावधान रहता है। उसे मनाकर मार्ग या सहायता प्राप्त करें।,Le Gardien de la Forêt se méfie des intrus. Convainquez-le de vous accorder le passage ou son aide.,حارس الغابة حذر من المتطفلين. أقنعه بمنحك المرور أو المساعدة.
level.moba_level.task.task_siege_red_top.title,Siege Red Top Tower,Torre del Asedio de la Cima Roja,レッドトップタワーを包囲する,攻占红顶塔,घेराबंदी रेड टॉप टॉवर,Siège de la tour Red Top,حصار برج ريد توب
level.moba_level.task.task_siege_red_mid.title,Siege Red Mid Tower,Torre media roja de asedio,攻城戦 レッドミッドタワー,围攻红色中塔,घेराबंदी लाल मध्य टॉवर,Tour rouge de siège,حصار البرج الأوسط الأحمر
level.moba_level.task.task_siege_red_bot.title,Siege Red Bot Tower,Torre de Bots Rojos de Asedio,攻城戦レッドボットタワー,攻城红色机器人塔,घेराबंदी रेड बॉट टॉवर,Tour de siège des bots rouges,حصار برج الروبوت الأحمر
level.moba_level.task.task_visit_north_shop.title,Visit the North Secret Shop,Visita la tienda secreta del norte,ノースシークレットショップを訪れよう,前往北方秘密商店,नॉर्थ सीक्रेट शॉप पर जाएँ,Visitez la boutique secrète du Nord,قم بزيارة متجر نورث سيكريت
level.moba_level.task.task_visit_south_shop.title,Visit the South Secret Shop,Visita la tienda secreta del sur,サウスシークレットショップを訪れてください,前往南方秘密商店,साउथ सीक्रेट शॉप पर जाएँ,Visitez la boutique secrète du Sud,قم بزيارة متجر ساوث سيكريت
level.faction_branching_test.location.south_flag.name,South Flag,Bandera del Sur,南国旗,南旗,दक्षिण ध्वज,Drapeau du Sud,العلم الجنوبي
level.faction_branching_test.location.north_flag.name,North Flag,Bandera del Norte,北の旗,北旗,उत्तरी ध्वज,Drapeau du Nord,العلم الشمالي
level.faction_branching_test.location.west_flag.name,West Flag,Bandera del Oeste,西旗,西旗,पश्चिम ध्वज,Drapeau de l'Ouest,العلم الغربي
level.faction_branching_test.location.forest.name,Forest,Bosque,森,森林,जंगल,Forêt,غابة
level.faction_branching_test.location.market.name,Market,Mercado,市場,市场,बाज़ार,Marché,سوق
level.omega_trial.location.hidden_archive.name,Hidden Archive,Archivo oculto,非公開アーカイブ,隐藏档案,छिपा हुआ संग्रह,Archives cachées,الأرشيف المخفي
level.omega_trial.location.ancient_shrine.name,Ancient Shrine,Santuario antiguo,古代の神社,古老神殿,प्राचीन मंदिर,Ancien sanctuaire,ضريح قديم
level.omega_trial.location.mainframe_console.name,Mainframe Console,Consola de ordenador central,メインフレームコンソール,大型机控制台,मेनफ्रेम कंसोल,Console mainframe,وحدة تحكم الحاسوب المركزي
level.quest_competition.location.ancient_ruin.name,Ancient Ruin,Ruina antigua,古代遺跡,古代遗迹,प्राचीन खंडहर,Ruines antiques,أطلال قديمة
level.target_group_tasks.location.ancient_cave.name,Ancient Cave,Cueva antigua,古代の洞窟,古洞,प्राचीन गुफा,Grotte ancienne,كهف قديم
level.target_group_tasks.location.sunken_vault.name,Sunken Vault,Bóveda hundida,沈んだ金庫,沉没金库,डूबा हुआ तिजोरी,Voûte engloutie,قبو غارق
level.test_level.location.outpost.name,Outpost,Avanzada,前哨基地,前哨,चौकी,Avant-poste,موقع متقدم
level.zoo_test.location.ancient_cave.name,Ancient Cave,Cueva antigua,古代の洞窟,古洞,प्राचीन गुफा,Grotte ancienne,كهف قديم
level.zoo_test.location.ancient_cave.desc,An ancient cave rumored to contain relics.,"Una antigua cueva que, según los rumores, contiene reliquias.",古代の洞窟で、遺物が眠っていると噂されている。,据说藏有文物的古老洞穴。,एक प्राचीन गुफा जिसके बारे में अफवाह है कि उसमें अवशेष मौजूद हैं।,Une grotte antique dont on dit qu'elle renferme des reliques.,كهف قديم يُشاع أنه يحتوي على آثار قديمة.
settings.audio.ui,UI,Interfaz de usuario,UI,用户界面,यूआई,Interface utilisateur,واجهة المستخدم
settings.audio.environment,Environment,Ambiente,環境,环境,पर्यावरण,Environnement,بيئة
settings.audio.narrative,Narrative,Narrativo,物語,叙述,आख्यान,Narratif,رواية
settings.gameplay.batch_animations,Batch Animations,Animaciones por lotes,バッチアニメーション,批量动画,बैच एनिमेशन,Animations par lots,الرسوم المتحركة المجمعة
settings.gameplay.difficulty,Difficulty,Dificultad,困難,困难,कठिनाई,Difficulté,صعوبة
settings.difficulty.easy,Easy,Fácil,簡単,简单的,आसान,Facile,سهل
settings.difficulty.normal,Normal,Normal,普通,普通的,सामान्य,Normale,طبيعي
settings.difficulty.hard,Hard,Duro,難しい,难的,मुश्किल,Dur,صعب
settings.difficulty.feedback,Difficulty set to: {difficulty},Dificultad establecida en: {dificultad},難易度設定：{difficulty},难度设置为：{difficulty},कठिनाई स्तर निर्धारित किया गया है: {कठिनाई},Niveau de difficulté : {difficulty},تم ضبط مستوى الصعوبة على: {difficulty}
hud.action_back_to_list,< Back to List,< Volver a la lista,< リストに戻る,< 返回列表,< सूची पर वापस जाएँ,< Retour à la liste,< العودة إلى القائمة
hud.action_aid_bonus,Encourages Ally\nBonus: +{bonus} to {stat},Anima al aliado\nBonificación: +{bonificación} a {estadística},味方を励ます\nボーナス: {stat} に +{bonus},鼓励盟友\n奖励：{属性}+{奖励},सहयोगी को प्रोत्साहित करता है\nबोनस: {stat} में +{bonus},Encourage l'allié\nBonus : +{bonus} à {stat},يشجع الحليف\nمكافأة: +{مكافأة} إلى {إحصائيات}
hud.action_format_unit,{name} [{faction} Unit],{nombre} [{facción} Unidad],{名前} [{派閥} ユニット],{名称} [{阵营} 单位],{नाम} [{गुट} इकाई],{nom} [{faction} Unité],{name} [{faction} Unit]
